timestamp,latitude,longitude,altitude,gnss_quality,heading,cog,sog_kmh
2025-05-29 16:57:06.777,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:06.835,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:06.886,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:06.938,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:06.990,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.042,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.097,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.149,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.200,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.252,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.304,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.355,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.407,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.459,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.511,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.564,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.616,39.439595105,-0.3793181098333333,9.9168,2,276.1039,274.749,4.75536
2025-05-29 16:57:07.668,39.439595390166666,-0.37934337483333336,9.9419,2,272.4107,273.556,8.58466
2025-05-29 16:57:07.720,39.439595390166666,-0.37934337483333336,9.9419,2,272.4107,273.556,8.58466
