2025-05-28 16:50:23,39.449443364333334,-0.37334705566666665,26.7575,5,59.1788,151.041,0.20674
2025-05-28 16:50:24,39.449443364333334,-0.37334705566666665,26.7575,5,59.1788,151.041,0.20674
2025-05-28 16:50:24,39.4494433945,-0.3733470791666667,26.7536,5,59.9455,159.428,0.15703
2025-05-28 16:50:25,39.4494433945,-0.3733470791666667,26.7536,5,59.9455,159.428,0.15703
2025-05-28 16:50:25,39.44944337366667,-0.3733470598333334,26.756,5,59.8972,157.577,0.12312
2025-05-28 16:50:26,39.44944337366667,-0.3733470598333334,26.756,5,59.8972,157.577,0.12312
2025-05-28 16:50:26,39.449442571,-0.373347108,27.1049,2,59.0311,154.689,0.11291
2025-05-28 16:50:27,39.449442571,-0.373347108,27.1049,2,59.0311,154.689,0.11291
2025-05-28 16:50:27,39.44944273616667,-0.3733472285,27.1024,2,60.1466,152.299,0.09989
2025-05-28 16:50:28,39.44944273616667,-0.3733472285,27.1024,2,60.1466,152.299,0.09989
2025-05-28 16:50:28,39.449443048333336,-0.37334733166666667,27.1014,2,59.5315,149.811,0.06823
2025-05-28 16:50:29,39.449443048333336,-0.37334733166666667,27.1014,2,59.5315,149.811,0.06823
2025-05-28 16:50:29,39.449443278333334,-0.373347431,27.0859,2,58.377,144.49,0.05377
2025-05-28 16:50:30,39.449443278333334,-0.373347431,27.0859,2,58.377,144.49,0.05377
2025-05-28 16:50:30,39.449443435,-0.37334751516666664,27.0742,2,59.7329,149.073,0.04782
2025-05-28 16:50:31,39.449443435,-0.37334751516666664,27.0742,2,59.7329,149.073,0.04782
2025-05-28 16:50:31,39.4494434135,-0.37334763066666665,27.0746,2,60.6075,157.979,0.04543
2025-05-28 16:50:32,39.4494434135,-0.37334763066666665,27.0746,2,60.6075,157.979,0.04543
2025-05-28 16:50:32,39.44944342183334,-0.3733476921666667,27.0708,2,60.5997,153.116,0.04126
2025-05-28 16:50:33,39.44944342183334,-0.3733476921666667,27.0708,2,60.5997,153.116,0.04126
2025-05-28 16:50:33,39.449443463,-0.3733477433333333,27.0648,2,60.3218,138.581,0.02564
2025-05-28 16:50:34,39.449443463,-0.3733477433333333,27.0648,2,60.3218,138.581,0.02564
2025-05-28 16:50:34,39.44944350516667,-0.37334777783333334,27.0569,2,60.5342,151.401,0.02668
2025-05-28 16:50:35,39.44944350516667,-0.37334777783333334,27.0569,2,60.5342,151.401,0.02668
2025-05-28 16:50:35,39.44944353966667,-0.373347796,27.0481,2,60.3212,159.343,0.03069
2025-05-28 16:50:36,39.44944353966667,-0.373347796,27.0481,2,60.3212,159.343,0.03069
2025-05-28 16:50:36,39.44944355116667,-0.3733478026666667,27.0378,2,60.7107,156.553,0.02723
2025-05-28 16:50:37,39.44944355116667,-0.3733478026666667,27.0378,2,60.7107,156.553,0.02723
2025-05-28 16:50:37,39.4494435385,-0.37334779933333334,27.0263,2,60.3722,164.407,0.03483
2025-05-28 16:50:38,39.4494435385,-0.37334779933333334,27.0263,2,60.3722,164.407,0.03483
2025-05-28 16:50:38,39.44944322566667,-0.37334766566666666,26.9982,2,60.312,160.294,0.03845
2025-05-28 16:50:39,39.44944322566667,-0.37334766566666666,26.9982,2,60.312,160.294,0.03845
2025-05-28 16:50:39,39.44944293566667,-0.37334754516666663,26.9712,2,60.2735,166.791,0.04483
2025-05-28 16:50:40,39.44944293566667,-0.37334754516666663,26.9712,2,60.2735,166.791,0.04483
2025-05-28 16:50:40,39.449442942,-0.37334755000000003,26.9618,2,59.7479,172.348,0.03423
2025-05-28 16:50:41,39.44944295516667,-0.3733475548333333,26.953,2,59.7479,172.348,0.03423
2025-05-28 16:50:41,39.44944295516667,-0.3733475548333333,26.953,2,60.7369,175.876,0.02634
2025-05-28 16:50:42,39.44944289233333,-0.373347539,26.9443,2,60.2882,185.021,0.03388
2025-05-28 16:50:42,39.44944289233333,-0.373347539,26.9443,2,60.2882,185.021,0.03388
2025-05-28 16:50:43,39.449442846,-0.3733475236666666,26.9358,2,61.4589,183.886,0.02734
2025-05-28 16:50:43,39.449442846,-0.3733475236666666,26.9358,2,61.4589,183.886,0.02734
2025-05-28 16:50:44,39.44944284583333,-0.37334751050000003,26.9272,2,60.9184,179.43,0.02288
2025-05-28 16:50:44,39.44944284583333,-0.37334751050000003,26.9272,2,60.9184,179.43,0.02288
2025-05-28 16:50:45,39.44944283,-0.3733474878333333,26.9189,2,60.2369,187.045,0.02796
2025-05-28 16:50:45,39.44944283,-0.3733474878333333,26.9189,2,60.2369,187.045,0.02796
2025-05-28 16:50:46,39.44944285616667,-0.3733474843333333,26.9113,2,60.0047,201.572,0.02023
2025-05-28 16:50:46,39.44944285616667,-0.3733474843333333,26.9113,2,60.0047,201.572,0.02023
2025-05-28 16:50:47,39.44944272283333,-0.37334744200000003,26.9063,2,59.6834,222.106,0.01869
2025-05-28 16:50:47,39.44944272283333,-0.37334744200000003,26.9063,2,59.6834,222.106,0.01869
2025-05-28 16:50:48,39.449442637,-0.3733474178333333,26.9013,2,59.5074,215.692,0.01794
2025-05-28 16:50:48,39.449442637,-0.3733474178333333,26.9013,2,59.5074,215.692,0.01794
2025-05-28 16:50:49,39.44944258233333,-0.3733474073333333,26.8949,2,59.5502,212.852,0.02329
2025-05-28 16:50:49,39.44944258233333,-0.3733474073333333,26.8949,2,59.5502,212.852,0.02329
2025-05-28 16:50:50,39.4494426005,-0.37334742400000004,26.8871,2,59.4389,206.22,0.02069
2025-05-28 16:50:50,39.4494426005,-0.37334742400000004,26.8871,2,59.4389,206.22,0.02069
