timestamp,latitude,longitude,altitude,gnss_quality,heading,cog,sog_kmh
2025-05-29 17:00:00.015,39.4395904245,-0.37930774916666665,8.8629,2,277.2968,205.855,0.00068
2025-05-29 17:00:00.068,39.4395904425,-0.3793077206666667,8.8638,2,277.1808,232.52,0.00123
2025-05-29 17:00:00.119,39.4395904425,-0.3793077206666667,8.8638,2,277.1808,232.52,0.00123
2025-05-29 17:00:00.171,39.439590460333335,-0.3793076928333334,8.8648,2,277.1107,186.726,0.00098
2025-05-29 17:00:00.222,39.439590460333335,-0.3793076928333334,8.8648,2,277.1107,186.726,0.00098
2025-05-29 17:00:00.274,39.439590478,-0.37930766633333335,8.8658,2,277.3267,180.352,0.00176
2025-05-29 17:00:00.327,39.439590478,-0.37930766633333335,8.8658,2,277.3267,180.352,0.00176
2025-05-29 17:00:00.378,39.439590496,-0.37930764033333336,8.8668,2,277.1273,181.279,0.00209
2025-05-29 17:00:00.430,39.43959051383333,-0.37930761583333333,8.8677,2,277.3152,208.777,0.00236
2025-05-29 17:00:00.481,39.43959051383333,-0.37930761583333333,8.8677,2,277.3152,208.777,0.00236
2025-05-29 17:00:00.533,39.4395905315,-0.37930759183333335,8.8686,2,277.3745,226.422,0.00222
2025-05-29 17:00:00.585,39.4395905315,-0.37930759183333335,8.8686,2,277.3745,226.422,0.00222
2025-05-29 17:00:00.637,39.4395905495,-0.37930756833333334,8.8695,2,277.0534,233.582,0.00232
2025-05-29 17:00:00.690,39.4395905495,-0.37930756833333334,8.8695,2,277.0534,233.582,0.00232
2025-05-29 17:00:00.742,39.439590568,-0.37930754549999995,8.8704,2,277.2412,246.406,0.00212
2025-05-29 17:00:00.793,39.439590568,-0.37930754549999995,8.8704,2,277.2412,246.406,0.00212
2025-05-29 17:00:00.845,39.439590586166666,-0.37930752366666665,8.8713,2,277.3268,240.533,0.00316
2025-05-29 17:00:00.897,39.439590586166666,-0.37930752366666665,8.8713,2,277.3268,240.533,0.00316
2025-05-29 17:00:00.948,39.43959060383333,-0.37930750266666663,8.8723,2,277.4186,222.16,0.00386
2025-05-29 17:00:01.000,39.43959060383333,-0.37930750266666663,8.8723,2,277.4186,222.16,0.00386
2025-05-29 17:00:01.052,39.4395906215,-0.379307482,8.8732,2,277.4827,202.162,0.00331
2025-05-29 17:00:01.103,39.4395906215,-0.379307482,8.8732,2,277.4827,202.162,0.00331
2025-05-29 17:00:01.155,39.43959063916667,-0.37930746216666666,8.874,2,277.2862,217.92,0.00286
2025-05-29 17:00:01.207,39.43959063916667,-0.37930746216666666,8.874,2,277.2862,217.92,0.00286
2025-05-29 17:00:01.258,39.439590657,-0.3793074433333333,8.8748,2,277.4235,229.741,0.00397
2025-05-29 17:00:01.310,39.439590657,-0.3793074433333333,8.8748,2,277.4235,229.741,0.00397
2025-05-29 17:00:01.361,39.43959067516667,-0.37930742450000005,8.8757,2,277.3069,213.177,0.00265
2025-05-29 17:00:01.413,39.43959067516667,-0.37930742450000005,8.8757,2,277.3069,213.177,0.00265
2025-05-29 17:00:01.465,39.439590693,-0.3793074068333333,8.8766,2,277.3972,208.743,0.00262
2025-05-29 17:00:01.517,39.439590693,-0.3793074068333333,8.8766,2,277.3972,208.743,0.00262
2025-05-29 17:00:01.569,39.439590711,-0.3793073895,8.8774,2,277.4203,204.977,0.00233
2025-05-29 17:00:01.621,39.439590711,-0.3793073895,8.8774,2,277.4203,204.977,0.00233
2025-05-29 17:00:01.673,39.439590728333336,-0.379307373,8.8783,2,277.3615,200.788,0.00345
2025-05-29 17:00:01.725,39.439590728333336,-0.379307373,8.8783,2,277.3615,200.788,0.00345
2025-05-29 17:00:01.776,39.43959074633333,-0.37930735666666665,8.8792,2,277.2654,206.787,0.00305
2025-05-29 17:00:01.828,39.43959074633333,-0.37930735666666665,8.8792,2,277.2654,206.787,0.00305
2025-05-29 17:00:01.880,39.43959076416667,-0.3793073408333333,8.88,2,277.3741,185.471,0.00207
2025-05-29 17:00:01.931,39.43959078216667,-0.3793073261666667,8.8808,2,277.1683,225.078,0.00252
2025-05-29 17:00:01.984,39.43959078216667,-0.3793073261666667,8.8808,2,277.1683,225.078,0.00252
2025-05-29 17:00:02.036,39.43959112983333,-0.3793117701666667,9.2254,2,277.187,240.565,0.00351
2025-05-29 17:00:02.089,39.43959112983333,-0.3793117701666667,9.2254,2,277.187,240.565,0.00351
2025-05-29 17:00:02.147,39.43959112983333,-0.3793117701666667,9.2254,2,277.187,240.565,0.00351
2025-05-29 17:00:02.207,39.439591418666666,-0.3793116971666667,9.2614,2,277.4661,240.789,0.00402
2025-05-29 17:00:02.259,39.439591413,-0.3793117035,9.2602,2,277.169,250.029,0.00407
2025-05-29 17:00:02.311,39.439591413,-0.3793117035,9.2602,2,277.169,250.029,0.00407
2025-05-29 17:00:02.362,39.439591394666664,-0.37931171166666666,9.2596,2,277.1996,230.622,0.00347
2025-05-29 17:00:02.413,39.439591394666664,-0.37931171166666666,9.2596,2,277.1996,230.622,0.00347
2025-05-29 17:00:02.465,39.43959138266667,-0.37931172049999995,9.2588,2,277.3784,223.953,0.00431
2025-05-29 17:00:02.517,39.43959138266667,-0.37931172049999995,9.2588,2,277.3784,223.953,0.00431
2025-05-29 17:00:02.578,39.439591378,-0.37931173349999997,9.2584,2,277.1686,214.922,0.00417
2025-05-29 17:00:02.631,39.43959137266667,-0.379311737,9.258,2,277.1686,214.922,0.00417
2025-05-29 17:00:02.701,39.43959137266667,-0.379311737,9.258,2,277.2374,219.523,0.00301
2025-05-29 17:00:02.757,39.439591359,-0.37931175083333335,9.258,2,277.22,210.785,0.00327
2025-05-29 17:00:02.808,39.439591359,-0.37931175083333335,9.258,2,277.22,210.785,0.00327
2025-05-29 17:00:02.869,39.439592089166666,-0.3793134756666667,9.2355,4,277.22,210.785,0.00327
2025-05-29 17:00:02.922,39.439592089166666,-0.3793134756666667,9.2355,4,277.2216,195.31,0.00419
2025-05-29 17:00:02.974,39.4395920875,-0.37931346633333335,9.2338,4,277.3947,197.341,0.00416
2025-05-29 17:00:03.026,39.4395920875,-0.37931346633333335,9.2338,4,277.3947,197.341,0.00416
2025-05-29 17:00:03.078,39.4395920845,-0.3793134698333333,9.2321,4,277.3495,217.584,0.00488
2025-05-29 17:00:03.129,39.43959209,-0.3793134751666667,9.2351,4,277.1598,229.416,0.00562
2025-05-29 17:00:03.180,39.43959209,-0.3793134751666667,9.2351,4,277.1598,229.416,0.00562
2025-05-29 17:00:03.232,39.439592087,-0.3793134698333333,9.234,4,277.2313,227.608,0.00556
